"year","sample_size","wage","at_cap","union_wage","nonunion_wage","union_wage_premium_raw","union_wage_premium_adjusted","facet"
2013,107116,22.6650009155273,0.0300081074237823,26.8073749542236,22.1115894317627,0.212367609143257,0.165655106306076,"all wage and salary workers"
2014,105725,23.1494579315186,0.0313314832746983,27.1149520874023,22.6209392547607,0.198666051030159,0.164427146315575,"all wage and salary workers"
2015,101304,24.1485576629639,0.03577845916152,28.0410995483398,23.6279563903809,0.186776340007782,0.149883255362511,"all wage and salary workers"
2016,102754,24.9896240234375,0.0386998541653156,28.7380123138428,24.501501083374,0.17290823161602,0.171109184622765,"all wage and salary workers"
2017,101522,25.7263774871826,0.0410387367010117,29.7040023803711,25.2119693756104,0.178170651197433,0.162946790456772,"all wage and salary workers"
2018,98483,26.955436706543,0.0465359911322594,30.5004482269287,26.5031776428223,0.150822311639786,0.161456078290939,"all wage and salary workers"
2019,94818,28.0958690643311,0.0507127903401852,31.7022228240967,27.6480484008789,0.146635100245476,0.14290077984333,"all wage and salary workers"
2020,85156,30.5760250091553,0.060054212808609,33.2780990600586,30.222864151001,0.101090185344219,0.124513320624828,"all wage and salary workers"
2021,83758,31.9739036560059,0.0658158361911774,34.4965362548828,31.6604709625244,0.0895774811506271,0.102237097918987,"all wage and salary workers"
2022,83761,34.119743347168,0.0749026536941528,36.0918655395508,33.8853950500488,0.065115675330162,0.121259771287441,"all wage and salary workers"
1973,2503,5.12439298629761,0.00116868445184081,6.60683584213257,4.20831203460693,0.569949150085449,0.458708763122559,"construction"
1974,2248,5.39378118515015,0.00171472108922898,6.95973873138428,4.48695850372314,0.551103889942169,0.451987355947495,"construction"
1975,2051,5.66110849380493,0.00374020636081695,7.40843391418457,4.70171451568604,0.575687766075134,0.510783076286316,"construction"
1976,2034,6.18891668319702,0.00367561168968677,8.1462574005127,5.14966821670532,0.581899464130402,0.49943146109581,"construction"
1977,2685,6.52593088150024,0.00383492698892951,8.69431781768799,5.36121988296509,0.621705114841461,0.483745098114014,"construction"
1978,2655,6.74697828292847,0.00330338138155639,9.06878566741943,5.61908388137817,0.613925993442535,0.472056448459625,"construction"
1979,2519,7.65655899047852,0.00398692768067121,9.85060214996338,6.45976305007935,0.52491694688797,0.373233407735825,"construction"
1980,3099,8.22174072265625,0.00513431709259748,10.2362766265869,7.19763469696045,0.422172278165817,0.371391475200653,"construction"
1981,684,8.63230419158936,0.00772031536325812,11.128607749939,7.31620597839355,0.521089971065521,0.381501793861389,"construction"
1983,7827,9.31343841552734,0.0130477258935571,13.1670732498169,7.83918809890747,0.679647564888,0.481681853532791,"construction"
1984,8085,9.4840726852417,0.0171348508447409,13.7253513336182,8.15904140472412,0.682225942611694,0.503496468067169,"construction"
1985,8302,9.83295345306396,0.0194320939481258,14.1999378204346,8.52699565887451,0.665292024612427,0.488168150186539,"construction"
1986,8685,10.1560316085815,0.0189153682440519,14.4922199249268,8.81390571594238,0.644244968891144,0.439047515392303,"construction"
1987,8532,10.4989748001099,0.0245786737650633,14.9824848175049,9.23123455047607,0.623020708560944,0.42998880147934,"construction"
1988,8048,10.9852104187012,0.0321591198444366,15.440484046936,9.75021362304688,0.583604693412781,0.396213322877884,"construction"
1989,8069,11.4940929412842,0.00341759459115564,15.9718551635742,10.1802005767822,0.568913578987122,0.414306908845901,"construction"
1990,8250,11.918830871582,0.00448786932975053,16.361156463623,10.681282043457,0.53175961971283,0.37896329164505,"construction"
1991,7334,12.0893602371216,0.00354609894566237,16.7022800445557,10.7897958755493,0.547969996929169,0.392830461263657,"construction"
1992,7033,12.3574209213257,0.00341753056272864,17.2089157104492,11.0300903320312,0.560179054737091,0.378137171268463,"construction"
1993,6932,12.6130361557007,0.0036308616399765,17.291820526123,11.3656358718872,0.521412491798401,0.366014778614044,"construction"
1994,8265,12.8526134490967,0.00511255115270614,16.9832134246826,11.7813768386841,0.44153043627739,0.417860954999924,"construction"
1995,8451,13.2077198028564,0.00523180933669209,17.8421497344971,12.1168575286865,0.47250634431839,0.442472606897354,"construction"
1996,5987,13.7851066589355,0.00558232748880982,19.1366233825684,12.4729328155518,0.534252107143402,0.398673832416534,"construction"
1997,6127,14.1038694381714,0.0043035801500082,19.7616653442383,12.7028512954712,0.555687367916107,0.426821559667587,"construction"
1998,6209,14.7641324996948,0.00196417863480746,20.4500217437744,13.3903636932373,0.527219295501709,0.382590144872665,"construction"
1999,6098,15.3537797927856,0.00189507263712584,20.9412479400635,13.9454460144043,0.501654922962189,0.389615952968597,"construction"
2000,6293,15.8911428451538,0.0030687958933413,21.7380504608154,14.4305782318115,0.506388068199158,0.376662999391556,"construction"
2001,6856,16.8414192199707,0.00412132963538169,22.9338207244873,15.3748655319214,0.491643667221069,0.384644031524658,"construction"
2002,7294,17.0962696075439,0.00588269811123609,22.9537372589111,15.7546319961548,0.456951647996902,0.409335732460022,"construction"
2003,7268,17.4208106994629,0.00562626961618661,23.4441547393799,16.0932159423828,0.45677250623703,0.389501869678497,"construction"
2004,7475,17.4107971191406,0.00527341477572917,24.6029891967773,16.063777923584,0.53158175945282,0.394183725118637,"construction"
2005,7851,17.6363315582275,0.00745946308597922,24.7954406738281,16.4350605010986,0.508691787719727,0.357463479042053,"construction"
2006,7975,18.447359085083,0.00813158228993415,26.3074893951416,17.1629810333252,0.532804191112518,0.368555635213852,"construction"
2007,8000,19.0010757446289,0.00942908972501754,26.6985454559326,17.5959453582764,0.517312347888947,0.395291924476624,"construction"
2008,7135,20.5345573425293,0.0116912787780166,27.8325099945068,19.0450420379639,0.461404502391815,0.392380028963089,"construction"
2009,6282,21.0628833770752,0.0104184038937092,28.9832916259766,19.5056037902832,0.48589563369751,0.393535166978836,"construction"
2010,5560,21.0887718200684,0.0131312320008874,29.5575923919678,19.6016254425049,0.507915377616882,0.384716540575027,"construction"
2011,5450,21.4387989044189,0.014548696577549,29.821460723877,19.9265441894531,0.496569633483887,0.444724291563034,"construction"
2012,5409,21.8270378112793,0.014047734439373,29.5449390411377,20.4803199768066,0.442601442337036,0.401519894599915,"construction"
2013,5413,21.9203681945801,0.0158301442861557,30.0796852111816,20.37109375,0.476586669683456,0.393424689769745,"construction"
2014,5590,22.3780574798584,0.0177063401788473,31.4146823883057,20.7326812744141,0.515225231647491,0.436440169811249,"construction"
2015,5318,23.1419773101807,0.0191309787333012,30.6567535400391,21.8669128417969,0.401969909667969,0.354917168617249,"construction"
2016,5523,23.9946117401123,0.0219741240143776,33.4280281066895,22.2538318634033,0.502124607563019,0.468913406133652,"construction"
2017,5599,24.8239154815674,0.0233459342271089,33.0711975097656,23.2263164520264,0.423867523670197,0.428845673799515,"construction"
2018,5685,26.1043014526367,0.0305581949651241,35.7426567077637,24.4185047149658,0.463752895593643,0.440427869558334,"construction"
2019,5496,26.9992713928223,0.0335254408419132,37.5082778930664,25.1315574645996,0.492477267980576,0.431837409734726,"construction"
2020,4902,28.9112911224365,0.0369562655687332,36.3513336181641,27.6950836181641,0.312555462121964,0.326223343610764,"construction"
2021,4878,29.657283782959,0.0392736680805683,38.884937286377,28.0804462432861,0.384769201278687,0.372819691896439,"construction"
2022,4930,31.0570602416992,0.0439352914690971,39.6514434814453,29.7096366882324,0.334632396697998,0.343796700239182,"construction"
1973,39774,3.96334338188171,0.00111029762774705,4.61300802230835,3.7545280456543,0.228651896119118,0.171743243932724,"all wage and salary workers"
1974,37966,4.25898838043213,0.00156890600919723,5.02136373519897,4.01907157897949,0.249384000897408,0.176108583807945,"all wage and salary workers"
1975,37812,4.62215232849121,0.00226733740419149,5.42892980575562,4.38667249679565,0.237596333026886,0.185817405581474,"all wage and salary workers"
1976,37888,4.91410160064697,0.00290098320692777,5.83583688735962,4.64612722396851,0.256064802408218,0.196722060441971,"all wage and salary workers"
1977,46591,5.23575258255005,0.00355803244747221,6.37539434432983,4.8748140335083,0.307823091745377,0.208875477313995,"all wage and salary workers"
1978,44577,5.57895374298096,0.00388518185354769,6.77364730834961,5.21255111694336,0.299487948417664,0.201352924108505,"all wage and salary workers"
1979,44234,6.35746908187866,0.00519554130733013,7.31354236602783,6.02984189987183,0.212891235947609,0.151264846324921,"all wage and salary workers"
1980,55795,6.88962554931641,0.00697915349155664,7.88333415985107,6.57333135604858,0.199290543794632,0.147613331675529,"all wage and salary workers"
1981,12543,6.96519327163696,0.00767535483464598,8.56861591339111,6.51437377929688,0.315339922904968,0.172843709588051,"all wage and salary workers"
1983,149169,8.05548000335693,0.0172453764826059,9.88591575622559,7.59384489059448,0.301832735538483,0.209592327475548,"all wage and salary workers"
1984,150464,8.37218952178955,0.0215145107358694,10.2630424499512,7.92992734909058,0.294216454029083,0.216662287712097,"all wage and salary workers"
1985,153737,8.77628326416016,0.0255639534443617,10.7610960006714,8.33837795257568,0.290550291538239,0.213574945926666,"all wage and salary workers"
1986,159126,9.15839195251465,0.030427198857069,11.1756267547607,8.72356700897217,0.281084537506104,0.203815087676048,"all wage and salary workers"
1987,155216,9.47605800628662,0.0354012474417686,11.6239337921143,9.02723979949951,0.287650942802429,0.202706724405289,"all wage and salary workers"
1988,147348,9.92774963378906,0.0424375124275684,12.2438745498657,9.45482730865478,0.294986575841904,0.195525154471397,"all wage and salary workers"
1989,149694,10.3885498046875,0.00547721097245812,12.8505973815918,9.89846038818359,0.298242032527924,0.207576230168343,"all wage and salary workers"
1990,156497,10.8464841842651,0.00676283473148942,13.3883228302002,10.3627548217773,0.29196560382843,0.205036908388138,"all wage and salary workers"
1991,151634,11.2881355285645,0.00804704334586858,13.7896890640259,10.8143291473389,0.27513125538826,0.194134145975113,"all wage and salary workers"
1992,149317,11.5929098129272,0.00866106059402227,14.2288293838501,11.098503112793,0.282049417495728,0.194589391350746,"all wage and salary workers"
1993,145219,11.9614448547363,0.00987344700843095,14.7673711776733,11.4353981018066,0.291373610496521,0.207214385271072,"all wage and salary workers"
1994,169102,12.4955959320068,0.0124661820009351,15.2236394882202,11.9929800033569,0.269379198551178,0.235253155231476,"all wage and salary workers"
1995,168610,12.7977180480957,0.0132515551522374,15.5292673110962,12.3180179595947,0.260695308446884,0.224354133009911,"all wage and salary workers"
1996,117448,13.1061429977417,0.0141085097566247,16.3249187469482,12.55393409729,0.300382703542709,0.218885958194733,"all wage and salary workers"
1997,119552,13.6061582565308,0.016666829586029,16.957145690918,13.0433769226074,0.300057947635651,0.218238413333893,"all wage and salary workers"
1998,118889,14.2175035476685,0.00633817398920655,17.4347648620605,13.6895999908447,0.273577392101288,0.213607460260391,"all wage and salary workers"
1999,114439,14.9748859405518,0.00744636636227369,18.2386054992676,14.4386863708496,0.26317623257637,0.208710014820099,"all wage and salary workers"
2000,112154,15.6463937759399,0.00852391775697469,18.6267852783203,15.1681756973267,0.228017508983612,0.191524043679237,"all wage and salary workers"
2001,117474,16.5532341003418,0.00996781047433614,19.4564418792725,16.0888385772705,0.20931302011013,0.191482961177826,"all wage and salary workers"
2002,127245,17.0623397827148,0.0112488446757197,20.1365528106689,16.5801219940186,0.214499682188034,0.18965619802475,"all wage and salary workers"
2003,121990,17.5107383728027,0.0119978226721287,20.7709922790527,17.0056343078613,0.221418261528015,0.191304504871368,"all wage and salary workers"
2004,120592,17.9809265136719,0.0131976120173931,21.6331901550293,17.4331588745117,0.24092198908329,0.17955107986927,"all wage and salary workers"
2005,122710,18.5422382354736,0.0145510882139206,22.047435760498,18.0231151580811,0.223286628723145,0.176331207156181,"all wage and salary workers"
2006,122180,19.146053314209,0.0163324531167746,22.5787220001221,18.6524963378906,0.210493311285973,0.168784767389297,"all wage and salary workers"
2007,122493,19.7845001220703,0.0180365722626448,23.3809871673584,19.2615909576416,0.213865831494331,0.170199990272522,"all wage and salary workers"
2008,121114,20.7527179718018,0.0209442134946585,24.1956748962402,20.2379131317139,0.195561751723289,0.170321553945541,"all wage and salary workers"
2009,118091,21.0881462097168,0.0222726576030254,24.7199096679688,20.5416355133057,0.203405141830444,0.159905403852463,"all wage and salary workers"
2010,111900,21.3316898345947,0.0238791033625603,25.4734592437744,20.7322807312012,0.228685811161995,0.167926654219627,"all wage and salary workers"
2011,109205,21.710470199585,0.025034599006176,25.8713493347168,21.1224040985107,0.224829763174057,0.168603852391243,"all wage and salary workers"
2012,110557,22.2093124389648,0.02750214189291,26.2309646606445,21.6664695739746,0.210670918226242,0.161140367388725,"all wage and salary workers"
2013,107116,22.6650009155273,0.0300081074237823,26.8073749542236,22.1115894317627,0.212367609143257,0.165655106306076,"all wage and salary workers"
2014,105725,23.1494579315186,0.0313314832746983,27.1149520874023,22.6209392547607,0.198666051030159,0.164427146315575,"all wage and salary workers"
2015,101304,24.1485576629639,0.03577845916152,28.0410995483398,23.6279563903809,0.186776340007782,0.149883255362511,"all wage and salary workers"
2016,102754,24.9896240234375,0.0386998541653156,28.7380123138428,24.501501083374,0.17290823161602,0.171109184622765,"all wage and salary workers"
2017,101522,25.7263774871826,0.0410387367010117,29.7040023803711,25.2119693756104,0.178170651197433,0.162946790456772,"all wage and salary workers"
2018,98483,26.955436706543,0.0465359911322594,30.5004482269287,26.5031776428223,0.150822311639786,0.161456078290939,"all wage and salary workers"
2019,94818,28.0958690643311,0.0507127903401852,31.7022228240967,27.6480484008789,0.146635100245476,0.14290077984333,"all wage and salary workers"
2020,85156,30.5760250091553,0.060054212808609,33.2780990600586,30.222864151001,0.101090185344219,0.124513320624828,"all wage and salary workers"
2021,83758,31.9739036560059,0.0658158361911774,34.4965362548828,31.6604709625244,0.0895774811506271,0.102237097918987,"all wage and salary workers"
2022,83761,34.119743347168,0.0749026536941528,36.0918655395508,33.8853950500488,0.065115675330162,0.121259771287441,"all wage and salary workers"
1973,7828,3.14281868934631,0.000615625991486013,3.76832962036133,3.05655646324158,0.232867658138275,0.205249398946762,"wholesale/retail"
1974,7432,3.38771533966064,0.00103091821074485,4.20200824737549,3.28465127944946,0.279285967350006,0.214602246880531,"wholesale/retail"
1975,7657,3.61442136764526,0.00132483779452741,4.55153131484985,3.5000171661377,0.300431132316589,0.237822622060776,"wholesale/retail"
1976,7688,3.93063116073608,0.00234753382392227,4.93860626220703,3.8051176071167,0.297885328531265,0.252530306577682,"wholesale/retail"
1977,9621,4.15709400177002,0.00244288542307913,5.40090179443359,4.00481224060059,0.348603010177612,0.325455009937286,"wholesale/retail"
1978,9136,4.43150997161865,0.00317113404162228,5.72982406616211,4.29612493515015,0.33371913433075,0.318452268838882,"wholesale/retail"
1979,8651,5.15465259552002,0.00314866658300161,6.27081346511841,5.016685962677,0.249991238117218,0.205021589994431,"wholesale/retail"
1980,10822,5.53905963897705,0.00526545103639364,6.76578855514526,5.39023113250732,0.255194514989853,0.220319017767906,"wholesale/retail"
1981,2547,5.39806318283081,0.00308099831454455,7.44661140441895,5.1832447052002,0.436669856309891,0.281428307294846,"wholesale/retail"
1983,31281,6.03504753112793,0.00974385440349578,8.10363960266113,5.83750152587891,0.388203412294388,0.332733273506165,"wholesale/retail"
1984,31655,6.11599016189575,0.011899177916348,8.14569854736328,5.94025611877441,0.371270596981049,0.337450385093689,"wholesale/retail"
1985,32360,6.36265182495117,0.0132919838652015,8.33761692047119,6.20661163330078,0.343344390392303,0.308890759944916,"wholesale/retail"
1986,33129,6.58078956604004,0.0155945066362619,8.40128326416016,6.43844175338745,0.304862827062607,0.27731990814209,"wholesale/retail"
1987,32587,6.8398962020874,0.0184326525777578,8.75603294372559,6.69101285934448,0.308625936508179,0.256311386823654,"wholesale/retail"
1988,30774,7.04589986801147,0.0201704557985067,9.00522232055664,6.90356111526489,0.304431468248367,0.218047544360161,"wholesale/retail"
1989,31302,7.51500940322876,0.00266347639262676,9.43698883056641,7.38309192657471,0.278189271688461,0.231594145298004,"wholesale/retail"
1990,32596,7.93554878234863,0.00376344798132777,9.69667911529541,7.81728982925415,0.240414425730705,0.209164723753929,"wholesale/retail"
1991,31612,8.21186542510986,0.00387321249581873,9.83358478546143,8.09567928314209,0.214670747518539,0.198616474866867,"wholesale/retail"
1992,31457,8.39564514160156,0.00368526624515652,10.1019992828369,8.27273845672607,0.22111913561821,0.196604520082474,"wholesale/retail"
1993,30621,8.6367359161377,0.00460431538522243,10.5983896255493,8.50268459320068,0.24647568166256,0.213067039847374,"wholesale/retail"
1994,34796,9.26883125305176,0.00655046151950955,10.6293182373047,9.17838287353516,0.158081814646721,0.199358090758324,"wholesale/retail"
1995,35069,9.5615348815918,0.00662544975057244,10.9794683456421,9.46901321411133,0.159515574574471,0.200281918048859,"wholesale/retail"
1996,24853,9.44423007965088,0.00644899159669876,10.8378744125366,9.35984325408936,0.157911956310272,0.163558930158615,"wholesale/retail"
1997,24829,9.87888431549072,0.00796118471771478,11.1014947891235,9.80362415313721,0.132386818528175,0.151845127344131,"wholesale/retail"
1998,24965,10.3365173339844,0.00283821113407611,11.8221254348755,10.2514581680298,0.153214037418365,0.142668783664703,"wholesale/retail"
1999,23893,10.974326133728,0.00363468867726624,12.1763744354248,10.9072437286377,0.116356685757637,0.131749913096428,"wholesale/retail"
2000,23334,11.4621715545654,0.00414003478363156,12.4429922103882,11.4096021652222,0.0905719622969627,0.145805180072784,"wholesale/retail"
2001,24241,12.0976552963257,0.00551775237545371,13.4367570877075,12.0288925170898,0.117040246725082,0.11250926554203,"wholesale/retail"
2002,26399,12.520938873291,0.00589611614122986,13.5891885757446,12.4677438735962,0.0899476855993271,0.127614080905914,"wholesale/retail"
2003,18414,13.9688501358032,0.006661391351372,13.7884702682495,13.98131275177,-0.0137928742915392,0.126510679721832,"wholesale/retail"
2004,18378,14.4254522323608,0.00772282807156443,14.6579179763794,14.4111166000366,0.0171257629990578,0.153818711638451,"wholesale/retail"
2005,18562,15.0081472396851,0.0108523974195123,14.9506559371948,15.0115194320679,-0.00405445275828242,0.117549426853657,"wholesale/retail"
2006,18299,15.1399478912354,0.010420510545373,14.9568471908569,15.1499795913696,-0.0127480300143361,0.125105440616608,"wholesale/retail"
2007,17887,15.6814918518066,0.0127106346189976,16.1013946533203,15.6564311981201,0.0284204911440611,0.109370015561581,"wholesale/retail"
2008,17510,16.1473922729492,0.0130693903192878,15.6314134597778,16.1766719818115,-0.033706471323967,0.088915228843689,"wholesale/retail"
2009,16979,16.1931324005127,0.0127995125949383,15.7776260375977,16.2183208465576,-0.0271726530045271,0.091319851577282,"wholesale/retail"
2010,16184,16.0372867584229,0.0113321356475353,16.37939453125,16.0181999206543,0.0225490145385265,0.11721695959568,"wholesale/retail"
2011,15479,16.4343318939209,0.0142362965270877,15.3881587982178,16.4928703308105,-0.0669811591506004,0.0607309378683567,"wholesale/retail"
2012,15680,17.0290699005127,0.0164094436913729,16.1656055450439,17.0767631530762,-0.0533565767109394,0.0638657957315445,"wholesale/retail"
2013,14987,17.0237617492676,0.0167029555886984,17.1705265045166,17.0161819458008,0.00907045789062976,0.054707869887352,"wholesale/retail"
2014,14675,17.3765411376953,0.0172397755086422,15.7063789367676,17.4588031768799,-0.100374817848206,0.0552396588027477,"wholesale/retail"
2015,14257,17.8746242523193,0.0183729901909828,17.2393379211426,17.9083862304688,-0.0373594984412193,0.107768677175045,"wholesale/retail"
2016,14160,19.049488067627,0.0236911196261644,17.1859703063965,19.141939163208,-0.102182380855083,0.0743237882852554,"wholesale/retail"
2017,13844,19.5213832855225,0.0240346770733595,17.8829078674316,19.6029891967773,-0.0877458676695824,0.0636244639754295,"wholesale/retail"
2018,13210,20.4418029785156,0.0256375074386597,19.9463233947754,20.4657192230225,-0.0253788214176893,0.0640636906027794,"wholesale/retail"
2019,12217,21.4487934112549,0.0304620545357466,19.7065334320068,21.5306301116943,-0.0847210064530373,0.0296959467232227,"wholesale/retail"
2020,11151,22.6439018249512,0.0332412905991077,20.1112957000732,22.7708282470703,-0.116795599460602,0.0330815687775612,"wholesale/retail"
2021,11078,24.1598854064941,0.0387264676392078,20.0404434204102,24.3651180267334,-0.177494511008263,-0.0424921736121178,"wholesale/retail"
2022,10612,25.8861122131348,0.0435793288052082,21.2083148956299,26.1121349334717,-0.187798514962196,-0.00207890942692756,"wholesale/retail"
1973,39774,3.96334338188171,0.00111029762774705,4.61300802230835,3.7545280456543,0.228651896119118,0.171743243932724,"all wage and salary workers"
1974,37966,4.25898838043213,0.00156890600919723,5.02136373519897,4.01907157897949,0.249384000897408,0.176108583807945,"all wage and salary workers"
1975,37812,4.62215232849121,0.00226733740419149,5.42892980575562,4.38667249679565,0.237596333026886,0.185817405581474,"all wage and salary workers"
1976,37888,4.91410160064697,0.00290098320692777,5.83583688735962,4.64612722396851,0.256064802408218,0.196722060441971,"all wage and salary workers"
1977,46591,5.23575258255005,0.00355803244747221,6.37539434432983,4.8748140335083,0.307823091745377,0.208875477313995,"all wage and salary workers"
1978,44577,5.57895374298096,0.00388518185354769,6.77364730834961,5.21255111694336,0.299487948417664,0.201352924108505,"all wage and salary workers"
1979,44234,6.35746908187866,0.00519554130733013,7.31354236602783,6.02984189987183,0.212891235947609,0.151264846324921,"all wage and salary workers"
1980,55795,6.88962554931641,0.00697915349155664,7.88333415985107,6.57333135604858,0.199290543794632,0.147613331675529,"all wage and salary workers"
1981,12543,6.96519327163696,0.00767535483464598,8.56861591339111,6.51437377929688,0.315339922904968,0.172843709588051,"all wage and salary workers"
1983,149169,8.05548000335693,0.0172453764826059,9.88591575622559,7.59384489059448,0.301832735538483,0.209592327475548,"all wage and salary workers"
1984,150464,8.37218952178955,0.0215145107358694,10.2630424499512,7.92992734909058,0.294216454029083,0.216662287712097,"all wage and salary workers"
1985,153737,8.77628326416016,0.0255639534443617,10.7610960006714,8.33837795257568,0.290550291538239,0.213574945926666,"all wage and salary workers"
1986,159126,9.15839195251465,0.030427198857069,11.1756267547607,8.72356700897217,0.281084537506104,0.203815087676048,"all wage and salary workers"
1987,155216,9.47605800628662,0.0354012474417686,11.6239337921143,9.02723979949951,0.287650942802429,0.202706724405289,"all wage and salary workers"
1988,147348,9.92774963378906,0.0424375124275684,12.2438745498657,9.45482730865478,0.294986575841904,0.195525154471397,"all wage and salary workers"
1989,149694,10.3885498046875,0.00547721097245812,12.8505973815918,9.89846038818359,0.298242032527924,0.207576230168343,"all wage and salary workers"
1990,156497,10.8464841842651,0.00676283473148942,13.3883228302002,10.3627548217773,0.29196560382843,0.205036908388138,"all wage and salary workers"
1991,151634,11.2881355285645,0.00804704334586858,13.7896890640259,10.8143291473389,0.27513125538826,0.194134145975113,"all wage and salary workers"
1992,149317,11.5929098129272,0.00866106059402227,14.2288293838501,11.098503112793,0.282049417495728,0.194589391350746,"all wage and salary workers"
